 -0.639812	 0.687318	 0.297980	 -4.880598	 -3.765779	 -1.632612	 0.001000
 -0.644693	 0.683552	 0.296347	 -4.854182	 -3.794157	 -1.644915	 0.001000
 -0.649547	 0.679758	 0.294702	 -4.827569	 -3.822374	 -1.657148	 0.001000
 -0.654374	 0.675935	 0.293045	 -4.800761	 -3.850428	 -1.669311	 0.001000
 -0.659175	 0.672085	 0.291376	 -4.773761	 -3.878319	 -1.681402	 0.001000
 -0.663949	 0.668207	 0.289694	 -4.746567	 -3.906044	 -1.693422	 0.001000
 -0.668695	 0.664300	 0.288001	 -4.719183	 -3.933604	 -1.705371	 0.001000
 -0.673415	 0.660367	 0.286295	 -4.691610	 -3.960996	 -1.717246	 0.001000
 -0.678106	 0.656406	 0.284578	 -4.663848	 -3.988221	 -1.729049	 0.001000
 -0.682770	 0.652418	 0.282849	 -4.635898	 -4.015275	 -1.740778	 0.001000
 -0.687406	 0.648402	 0.281108	 -4.607763	 -4.042160	 -1.752434	 0.001000
 -0.692014	 0.644360	 0.279356	 -4.579443	 -4.068873	 -1.764015	 0.001000
 -0.696593	 0.640291	 0.277592	 -4.550940	 -4.095413	 -1.775521	 0.001000
 -0.701144	 0.636196	 0.275816	 -4.522255	 -4.121780	 -1.786952	 0.001000
 -0.705666	 0.632074	 0.274029	 -4.493389	 -4.147972	 -1.798308	 0.001000
 -0.710160	 0.627926	 0.272231	 -4.464344	 -4.173988	 -1.809587	 0.001000
 -0.714624	 0.623752	 0.270421	 -4.435120	 -4.199827	 -1.820789	 0.001000
 -0.719059	 0.619552	 0.268601	 -4.405720	 -4.225489	 -1.831914	 0.001000
 -0.723465	 0.615327	 0.266769	 -4.376145	 -4.250971	 -1.842962	 0.001000
 -0.727841	 0.611076	 0.264926	 -4.346396	 -4.276274	 -1.853932	 0.001000
 -0.732188	 0.606800	 0.263072	 -4.316474	 -4.301396	 -1.864823	 0.001000
 -0.736504	 0.602498	 0.261207	 -4.286380	 -4.326336	 -1.875636	 0.001000
 -0.740790	 0.598172	 0.259331	 -4.256117	 -4.351093	 -1.886369	 0.001000
 -0.745046	 0.593821	 0.257445	 -4.225685	 -4.375666	 -1.897022	 0.001000
 -0.749272	 0.589445	 0.255548	 -4.195086	 -4.400054	 -1.907595	 0.001000
 -0.753467	 0.585045	 0.253640	 -4.164321	 -4.424256	 -1.918088	 0.001000
 -0.757632	 0.580621	 0.251722	 -4.133392	 -4.448272	 -1.928500	 0.001000
 -0.761765	 0.576173	 0.249794	 -4.102300	 -4.472100	 -1.938830	 0.001000
 -0.765867	 0.571700	 0.247855	 -4.071046	 -4.495739	 -1.949079	 0.001000
 -0.769938	 0.567205	 0.245906	 -4.039632	 -4.519189	 -1.959245	 0.001000
 -0.773978	 0.562686	 0.243947	 -4.008059	 -4.542448	 -1.969329	 0.001000
 -0.777986	 0.558143	 0.241977	 -3.976329	 -4.565516	 -1.979330	 0.001000
 -0.781962	 0.553578	 0.239998	 -3.944444	 -4.588391	 -1.989247	 0.001000
 -0.785907	 0.548989	 0.238009	 -3.912403	 -4.611074	 -1.999081	 0.001000
 -0.789819	 0.544378	 0.236010	 -3.880210	 -4.633562	 -2.008831	 0.001000
 -0.793699	 0.539745	 0.234001	 -3.847865	 -4.655856	 -2.018496	 0.001000
 -0.797547	 0.535089	 0.231982	 -3.815370	 -4.677953	 -2.028076	 0.001000
 -0.801363	 0.530411	 0.229954	 -3.782727	 -4.699855	 -2.037571	 0.001000
 -0.805145	 0.525711	 0.227917	 -3.749936	 -4.721558	 -2.046980	 0.001000
 -0.808895	 0.520989	 0.225870	 -3.717000	 -4.743064	 -2.056304	 0.001000
 -0.812612	 0.516246	 0.223813	 -3.683920	 -4.764370	 -2.065541	 0.001000
 -0.816296	 0.511482	 0.221748	 -3.650696	 -4.785476	 -2.074691	 0.001000
 -0.819947	 0.506696	 0.219673	 -3.617332	 -4.806382	 -2.083755	 0.001000
 -0.823564	 0.501890	 0.217589	 -3.583828	 -4.827086	 -2.092731	 0.001000
 -0.827148	 0.497063	 0.215497	 -3.550186	 -4.847588	 -2.101619	 0.001000
 -0.830698	 0.492215	 0.213395	 -3.516407	 -4.867887	 -2.110420	 0.001000
 -0.834215	 0.487347	 0.211285	 -3.482493	 -4.887982	 -2.119132	 0.001000
